"Customer";"Location";"All Time Work";"Number of sensors";"TempSen";"HumpSen";"LightSen";"AcousticsSen";"AccSen";"GyrSen";"MagSen";"Power";"Wi-Fi";"BT";"JTAG";"Board";"iOSapp";"AndroidApp";"DataGetParammetrs"
"Iot_IoTSiemens8";"Room_7";354409997;8;10;63;3762;73;1436;77;92;"5";"no";"yes";"no";"ESP32";"yes";"yes";"2020-04-02"
"PLCBosch3";"Place_22";812174031;16;34;53;3804;50;174;76;79;"5";"yes";"yes";"yes";"STM32";"no";"yes";"2020-07-20"
"PLC_XDK:3";"Workshop#35";521780031;9;35;49;4979;72;-1056;92;25;"5";"yes";"yes";"no";"ESP8266";"no";"no";"2020-06-06"
"u_XDK Bosch#5";"Room/38";317448151;33;1;60;2899;59;2996;35;54;"5";"no";"yes";"no";"ESP32";"yes";"yes";"2020-01-08"
"u_SensXiom10";"Room-40";280391656;41;44;89;6384;72;1779;75;28;"3";"no";"yes";"no";"STM";"yes";"yes";"2020-08-12"
"machineCISS Bosch#12";"Station10";703868350;39;9;83;6799;61;998;100;71;"5";"yes";"no";"yes";"STM32";"yes";"no";"2019-04-27"
"PLCFanuc/3";"Department_31";570109506;2;27;73;496;82;826;63;83;"5";"yes";"yes";"yes";"STM32";"no";"no";"2019-03-22"
"u_IoTSiemens:12";"Department8";420227957;49;34;31;9488;94;2263;54;44;"3";"yes";"yes";"yes";"ESP8266";"no";"yes";"2019-09-27"
"PLC_XDK12";"Department34";11196570;17;4;86;8111;91;2882;67;87;"220";"yes";"no";"no";"ESP32";"yes";"yes";"2019-04-13"
"CustomerIoT3";"Workshop.29";112084264;41;25;56;8995;27;-738;49;20;"5";"no";"yes";"no";"STM";"no";"no";"2019-05-20"
"u_FestoR267-10";"Place.32";601404553;21;53;51;4768;72;-2032;44;49;"3";"yes";"no";"yes";"STM32";"yes";"no";"2019-11-30"
"CustomerIoT#13";"Station23";554048200;42;20;47;2605;91;-1410;75;89;"5";"yes";"no";"no";"ESP32";"yes";"no";"2019-03-06"
"u_NewGenIoT-3";"Room23";764679935;47;1;85;6782;53;-3009;74;56;"3";"no";"no";"no";"STM32";"no";"yes";"2019-11-26"
"PLC_FestoR267#13";"Workshop-5";551017542;5;14;96;8929;22;-84;92;18;"220";"yes";"yes";"yes";"STM";"yes";"no";"2019-02-12"
"PLC_IIoT3";"Workshop.14";776678896;8;53;94;1514;67;-3083;95;75;"5";"no";"no";"no";"STM32";"no";"yes";"2020-07-15"
"u_IIoT:15";"Workshop-42";131949032;26;50;72;1394;25;678;89;40;"3";"yes";"yes";"yes";"STM32";"no";"yes";"2020-02-02"
"PLCXDK:5";"Place-10";559883386;3;6;39;1622;44;-42;76;20;"5";"yes";"no";"yes";"ESP8266";"yes";"no";"2019-12-02"
"PLCFanucIoT#16";"Workshop_34";518395499;4;36;62;2565;34;2739;33;73;"3";"yes";"yes";"no";"STM";"yes";"no";"2020-06-05"
"machineSensXiom23";"Workshop/15";328317007;6;14;39;8803;71;-1518;74;47;"3";"yes";"no";"no";"ESP32";"no";"yes";"2020-09-25"
"Iot_CNC/20";"Place:22";667216592;17;16;71;3787;65;1027;37;40;"5";"no";"yes";"yes";"STM32";"yes";"yes";"2019-12-14"
"u_Fanuc6";"Station.7";614887067;15;43;64;1048;75;439;78;39;"3";"no";"yes";"no";"ESP32";"no";"yes";"2020-06-21"
"u_FestoR26711";"Department10";503680596;29;48;39;4130;17;-607;29;58;"5";"yes";"yes";"yes";"ESP8266";"no";"no";"2020-10-03"
"Iot_Siemens21";"Workshop/15";238634519;26;51;48;1581;41;-1136;88;26;"5";"no";"yes";"no";"STM";"no";"no";"2019-11-24"
"PLCVersaIoT#10";"Station/22";200168546;29;9;49;6603;30;-1462;42;78;"5";"yes";"yes";"yes";"ESP8266";"yes";"yes";"2020-08-06"
"CustomerIoTSiemens.17";"Workshop_7";3096170;9;51;41;4073;40;2068;58;46;"3";"yes";"yes";"no";"ESP8266";"yes";"yes";"2020-07-29"
"PLCXDK-22";"Place-15";526837792;18;31;76;4383;78;-2869;42;62;"5";"no";"yes";"no";"STM32";"yes";"yes";"2020-03-12"
"CustomerFesto3";"Place32";310472306;1;6;37;3695;85;949;84;90;"220";"yes";"no";"yes";"STM";"no";"yes";"2019-10-31"
"PLC_Bosch.18";"Workshop/9";293029337;33;17;63;3705;41;-810;60;79;"3";"no";"yes";"yes";"STM";"no";"no";"2020-10-08"
"PLC_#3";"Department#40";888795551;45;42;67;3883;69;1693;90;74;"220";"no";"yes";"yes";"ESP32";"no";"yes";"2019-07-19"
"PLC_:5";"Place_36";84719301;44;0;98;2145;96;-717;93;99;"220";"yes";"no";"no";"ESP8266";"yes";"no";"2019-05-16"
"Iot_Festo#18";"Station.2";835607610;25;24;43;9599;32;-2185;77;74;"220";"no";"no";"yes";"ESP32";"yes";"yes";"2019-09-28"
"u_IIoT-18";"Place_4";590658064;30;37;35;2908;75;843;26;66;"3";"yes";"yes";"yes";"ESP8266";"yes";"yes";"2019-06-18"
"PLCIoT1";"Department27";305023564;47;-2;81;304;25;427;26;92;"5";"no";"no";"yes";"ESP8266";"yes";"no";"2019-10-16"
"CustomerSensXiom_10";"Department#12";896732235;31;51;50;9906;17;2896;47;27;"5";"yes";"no";"yes";"STM";"no";"no";"2020-09-29"
"machineFanucIoT2";"Station13";711262959;4;44;42;3097;48;2792;25;71;"3";"no";"yes";"no";"STM";"yes";"yes";"2020-03-15"
"CustomerSiemens-15";"Department:25";834914446;40;-1;88;7788;55;-276;73;37;"220";"yes";"yes";"yes";"STM32";"no";"no";"2019-12-10"
"machineGPDI51/20";"Room14";632862960;48;36;46;1497;92;3072;91;48;"5";"yes";"no";"yes";"STM32";"no";"no";"2018-12-06"
"PLC_XDK Bosch/2";"Room42";551437739;28;2;76;140;41;1199;45;25;"5";"yes";"yes";"no";"STM";"no";"no";"2020-07-01"
"PLCIoT.17";"Workshop-26";47223630;1;2;90;5844;28;-1259;27;67;"5";"yes";"yes";"no";"ESP8266";"no";"yes";"2020-05-15"
"PLC_XDK-13";"Workshop_28";845264814;19;38;59;8998;77;1572;43;92;"5";"yes";"yes";"yes";"STM";"yes";"yes";"2019-03-26"
"PLC_Festo6";"Station_9";855532521;49;8;45;808;99;1366;87;36;"3";"no";"no";"yes";"ESP8266";"yes";"yes";"2019-05-14"
"Iot_Siemens-2";"Station10";109033721;2;16;82;4913;43;-2326;100;47;"3";"yes";"no";"no";"ESP32";"no";"no";"2019-10-18"
"u_VersaIoT-7";"Station-21";215549531;40;3;77;8868;19;-779;19;100;"5";"no";"yes";"yes";"ESP8266";"no";"yes";"2020-04-16"
"CustomerSensXiom/21";"Department38";549596159;31;19;83;9602;23;-409;68;49;"5";"no";"no";"yes";"ESP32";"no";"yes";"2018-12-19"
"PLC_SensXiom_19";"Department-28";567677127;40;37;97;9523;67;1762;88;40;"5";"no";"yes";"yes";"STM32";"no";"yes";"2018-11-10"
"PLC_IIoT23";"Room-26";43679084;32;32;58;829;33;131;23;93;"3";"no";"no";"yes";"ESP32";"no";"yes";"2019-04-01"
"PLC_VersaIoT#19";"Department.8";556794373;39;19;74;8672;75;2659;96;93;"3";"yes";"yes";"yes";"ESP8266";"yes";"yes";"2020-02-02"
"PLC_OSISoftIoT4";"Station_10";448260532;11;2;98;8171;24;371;38;90;"5";"no";"yes";"yes";"ESP32";"yes";"yes";"2019-01-15"
"u_.5";"Station19";468682941;2;20;65;7156;99;-2411;83;97;"3";"yes";"no";"yes";"ESP32";"no";"yes";"2020-08-21"
"CustomerCNC_23";"Station/32";202304519;16;16;76;8289;94;1501;82;94;"3";"yes";"no";"no";"ESP8266";"yes";"no";"2019-05-14"
"PLC_Fanuc_21";"Room_42";12798049;44;45;61;4391;80;-2083;33;72;"5";"no";"no";"no";"STM";"yes";"yes";"2020-07-04"
"u_:19";"Department:32";649771551;2;15;36;1059;32;-3075;27;88;"220";"no";"yes";"yes";"STM";"yes";"no";"2020-10-28"
"PLC_IoTSiemens10";"Workshop#4";48880155;41;40;35;7576;67;389;96;80;"5";"no";"yes";"yes";"STM";"no";"no";"2018-10-27"
"machine_4";"Place.30";87892458;34;49;31;9095;43;3082;21;98;"5";"no";"no";"no";"STM32";"yes";"yes";"2020-07-29"
"PLCIoTSiemens.22";"Station_34";351239745;14;49;70;4977;68;-1357;99;71;"3";"no";"yes";"yes";"STM";"yes";"yes";"2020-09-04"
"Iot_.10";"Room9";789364834;40;51;43;8695;90;1907;35;60;"5";"yes";"no";"yes";"ESP32";"no";"no";"2019-04-13"
"u_Siemens/5";"Room#6";195820625;22;6;42;7619;53;236;95;36;"5";"no";"yes";"yes";"STM";"yes";"yes";"2020-10-25"
"Iot_XDK11";"Room/28";752313185;14;31;84;2531;40;266;52;51;"220";"yes";"yes";"yes";"STM";"yes";"yes";"2020-09-21"
"Iot_GPDI51.18";"Station-37";577479943;38;47;26;9448;83;1410;59;55;"3";"yes";"no";"yes";"ESP32";"yes";"yes";"2019-03-19"
"CustomerXDK Bosch#18";"Place.12";192422946;31;0;39;996;35;1786;35;57;"3";"no";"no";"yes";"STM";"no";"no";"2020-02-19"
"Iot_CISS Bosch#14";"Station_42";778280510;49;28;90;9875;39;1608;18;60;"3";"yes";"no";"no";"ESP32";"no";"yes";"2019-03-10"
"PLC_XDK4";"Department39";510040020;11;35;60;9778;51;-1752;74;78;"5";"no";"yes";"yes";"ESP32";"no";"yes";"2020-09-30"
"machineXDK Bosch.17";"Station#24";685942667;22;39;28;111;82;-3092;54;52;"220";"yes";"yes";"no";"ESP32";"yes";"yes";"2020-03-23"
"machineFanuc:14";"Workshop:17";773694953;14;12;73;4123;72;2927;81;56;"5";"yes";"yes";"yes";"STM";"yes";"yes";"2019-08-02"
"Customer_2";"Station-41";520749760;34;38;68;6441;84;-1564;48;84;"3";"yes";"yes";"yes";"ESP8266";"yes";"no";"2020-02-12"
"PLCCISS Bosch_10";"Place.28";603285469;4;49;95;7392;19;2436;56;43;"3";"no";"yes";"yes";"STM";"no";"yes";"2020-07-18"
"u_Siemens23";"Room#5";689512996;43;-3;39;5237;50;2475;71;93;"220";"no";"yes";"no";"STM32";"no";"yes";"2019-05-22"
"u_IIoT-16";"Room:20";683600818;23;25;40;3034;76;293;43;54;"5";"yes";"no";"no";"ESP8266";"yes";"yes";"2018-11-02"
"CustomerXDK Bosch5";"Place/29";363395431;42;3;87;4156;91;2147;72;43;"3";"yes";"no";"yes";"ESP8266";"no";"no";"2020-04-02"
"CustomerGPDI51_7";"Station:5";187434637;41;19;45;4977;87;-3092;23;60;"5";"no";"no";"yes";"STM32";"yes";"no";"2020-03-20"
"PLCFanuc/7";"Department#31";695639975;15;18;41;6227;60;-1827;95;70;"220";"no";"yes";"no";"STM";"no";"yes";"2018-11-08"
"u_OSISoftIoT#4";"Department_8";403315828;6;45;96;3189;83;-455;76;58;"5";"yes";"yes";"no";"STM32";"no";"no";"2018-11-12"
"machineFanuc_4";"Place4";838650108;7;47;68;7090;37;-1583;57;67;"5";"no";"yes";"yes";"ESP8266";"no";"no";"2020-02-10"
"PLC_CNC_14";"Place-16";331950520;17;37;61;4658;86;-738;24;30;"3";"yes";"no";"no";"ESP32";"yes";"yes";"2020-10-07"
"machineCISS Bosch-22";"Department2";152542126;10;26;76;2121;25;338;94;65;"3";"yes";"no";"yes";"ESP8266";"yes";"yes";"2020-10-17"
"PLC__20";"Station.36";449760115;10;32;87;5622;74;1206;78;47;"5";"yes";"yes";"yes";"STM";"yes";"no";"2019-03-06"
"PLCFestoR267-10";"Room:33";142584663;18;41;71;6162;70;-1594;20;31;"5";"yes";"yes";"yes";"STM32";"yes";"yes";"2020-08-02"
"PLCNewGenIoT2";"Station:11";205341499;46;-2;26;8337;18;3028;94;59;"220";"yes";"no";"yes";"STM32";"no";"yes";"2020-09-01"
"PLCCNC_18";"Place/3";839810050;7;47;30;5973;99;1658;32;52;"3";"yes";"yes";"yes";"ESP8266";"yes";"no";"2019-06-25"
"Customer12";"Place_36";206046880;32;52;85;852;60;877;71;46;"3";"yes";"yes";"yes";"ESP8266";"yes";"no";"2020-07-26"
"Iot_XDK Bosch/16";"Station5";769645926;35;34;86;2215;69;2418;49;95;"5";"yes";"no";"no";"STM";"no";"yes";"2019-04-28"
"machineSensXiom.20";"Room_22";346599232;22;39;26;4825;37;-2423;46;32;"5";"yes";"yes";"no";"STM32";"no";"no";"2019-08-28"
"Iot_NewGenIoT/23";"Station5";380506950;43;46;38;6961;45;-945;21;22;"3";"no";"no";"yes";"STM";"yes";"no";"2020-07-27"
"machineIIoT-18";"Place-24";280398370;40;29;81;1792;42;-2853;83;54;"3";"yes";"no";"yes";"STM";"yes";"no";"2019-11-19"
"PLCNewGenIoT#13";"Department36";777859076;46;42;42;9657;87;-903;42;67;"5";"yes";"no";"no";"STM32";"no";"yes";"2020-05-22"
"Iot_NewGenIoT_18";"Workshop-19";302085519;11;19;55;2444;90;626;66;37;"5";"yes";"no";"no";"STM";"yes";"yes";"2019-08-05"
"Iot_VersaIoT12";"Department_13";540877684;28;19;38;496;91;-627;47;46;"3";"no";"yes";"no";"ESP32";"no";"no";"2020-08-23"
"Iot_:22";"Station20";856185267;21;27;51;971;48;78;32;52;"3";"no";"yes";"no";"ESP32";"yes";"no";"2019-07-29"
"PLCIoT_3";"Station30";28563648;45;-1;42;4091;65;134;77;55;"220";"yes";"no";"no";"STM32";"yes";"no";"2019-01-03"
"Iot_Siemens5";"Room_8";418797434;31;24;32;4010;100;507;26;44;"5";"no";"no";"yes";"STM";"no";"no";"2020-01-22"
"Iot_Fanuc-2";"Workshop42";536700688;6;1;52;4227;58;-2223;82;90;"5";"yes";"yes";"no";"STM";"no";"no";"2019-09-27"
"PLC_XDK Bosch-12";"Place:15";779414146;45;-2;95;4864;26;127;31;45;"3";"yes";"yes";"no";"ESP8266";"no";"no";"2020-06-25"
"PLCSensXiom#18";"Workshop8";492425808;8;37;26;2416;84;1324;35;99;"5";"no";"yes";"no";"ESP8266";"no";"yes";"2019-01-24"
"PLC_#9";"Workshop_20";838690402;17;30;93;6830;30;-1068;56;45;"3";"no";"no";"no";"STM";"yes";"yes";"2020-04-22"
"PLC_Bosch15";"Workshop:42";254522462;9;44;37;610;19;758;94;29;"5";"yes";"yes";"no";"STM";"no";"yes";"2018-11-15"
"CustomerFanucIoT-19";"Workshop19";703304435;3;23;39;9608;75;1443;25;26;"220";"yes";"yes";"no";"STM";"yes";"yes";"2020-06-14"
"PLCXDK Bosch#13";"Room14";726954453;16;9;65;3949;28;1875;33;89;"220";"yes";"yes";"yes";"ESP8266";"yes";"yes";"2019-03-09"
"PLC_FestoR267-6";"Workshop#26";865174922;19;17;63;1695;47;759;76;38;"5";"yes";"yes";"yes";"ESP8266";"no";"yes";"2018-11-07"
"PLCSensXiom2";"Room#28";201663967;14;36;76;3876;58;1588;33;89;"3";"yes";"yes";"no";"ESP8266";"yes";"yes";"2020-01-31"
"PLCCISS Bosch:23";"Place8";454447257;35;14;100;104;20;-2674;42;53;"3";"no";"yes";"yes";"ESP32";"yes";"no";"2019-12-13"
"machineGPDI51:6";"Workshop33";253866851;16;24;70;9452;89;2544;60;31;"5";"yes";"no";"no";"ESP32";"yes";"yes";"2019-05-26"
"u_FanucIoT-12";"Workshop.17";659542903;3;8;34;4916;58;-459;100;57;"3";"yes";"no";"no";"ESP8266";"no";"yes";"2019-07-28"
"PLC_Bosch_14";"Workshop37";355442898;29;36;37;6028;81;1069;53;29;"5";"yes";"no";"yes";"ESP8266";"no";"yes";"2020-05-22"
"CustomerXDK Bosch#13";"Room#7";435921377;25;53;78;1813;36;-817;99;50;"220";"no";"yes";"no";"ESP32";"yes";"yes";"2019-04-07"
"CustomerFanucIoT_13";"Workshop42";424593170;17;32;76;9294;93;2602;84;87;"3";"yes";"no";"no";"ESP32";"yes";"no";"2020-09-02"
"PLC_NewGenIoT.15";"Place30";372246826;24;43;61;7578;93;520;51;52;"3";"yes";"yes";"no";"STM";"no";"no";"2020-10-11"
"PLC_XDK Bosch10";"Place19";288011603;26;47;94;7712;90;1375;50;86;"3";"yes";"no";"yes";"STM32";"yes";"no";"2019-08-21"
"machineSiemens:7";"Room/15";750867324;9;7;42;2355;81;-2770;41;59;"5";"no";"yes";"no";"ESP32";"yes";"yes";"2019-03-28"
"CustomerIoTSiemens-4";"Department.35";482192801;42;45;96;1236;54;420;100;96;"3";"no";"no";"yes";"ESP8266";"no";"no";"2019-07-01"
"Iot_FanucIoT#20";"Room#8";663671378;18;52;49;1522;65;3001;83;30;"220";"no";"yes";"no";"STM32";"no";"no";"2019-03-19"
"CustomerXDK Bosch8";"Place.25";377803659;3;-2;74;4454;54;-1700;64;41;"5";"yes";"no";"no";"ESP32";"yes";"no";"2020-07-05"
"u_FanucIoT23";"Room13";343165823;17;37;26;1929;82;2894;18;31;"3";"yes";"no";"yes";"STM";"yes";"yes";"2019-03-14"
"CustomerXDK15";"Department_21";335676508;48;46;56;3195;85;2435;35;21;"5";"no";"no";"yes";"STM";"no";"yes";"2019-11-16"
"PLCNewGenIoT/22";"Room_8";888254670;24;-3;98;226;72;1940;38;99;"3";"yes";"yes";"yes";"STM";"no";"no";"2020-03-21"
"CustomerSiemens17";"Place42";688817378;11;24;69;8559;64;93;62;24;"5";"no";"no";"no";"ESP32";"no";"no";"2019-02-21"
"Iot_XDK Bosch_7";"Workshop8";258029924;29;5;88;9552;18;-1478;45;44;"3";"yes";"no";"no";"ESP8266";"yes";"yes";"2020-02-14"
"PLC_XDK Bosch/11";"Department/29";440776290;42;36;27;5358;56;736;80;98;"3";"yes";"yes";"yes";"ESP8266";"yes";"yes";"2020-01-29"
"PLCIoT13";"Department_15";305010774;15;19;42;3579;20;788;47;69;"3";"yes";"no";"no";"STM";"yes";"no";"2019-11-23"
"PLCIoTSiemens:8";"Department_29";879742458;10;27;36;7770;51;2900;36;19;"3";"yes";"yes";"no";"ESP32";"yes";"yes";"2019-09-08"
"u_XDK_5";"Place:33";175676073;11;15;47;2320;91;-2000;23;78;"5";"yes";"yes";"no";"STM";"yes";"yes";"2020-01-25"
"PLCVersaIoT-8";"Workshop/8";61010244;23;53;60;5833;37;-174;40;91;"3";"yes";"no";"yes";"STM32";"no";"yes";"2020-02-26"
"machineCISS Bosch5";"Place#26";247857600;2;42;82;7410;28;736;50;36;"5";"yes";"no";"yes";"ESP32";"yes";"yes";"2020-10-26"
"u_IIoT22";"Workshop:18";660060655;47;23;35;7499;59;-1336;23;73;"5";"yes";"no";"yes";"STM";"no";"no";"2020-10-03"
"PLC_FanucIoT:15";"Place_31";792344683;46;5;63;5252;83;-1572;96;57;"3";"no";"no";"no";"STM";"yes";"yes";"2020-08-25"
"CustomerXDK Bosch4";"Place#3";475179697;21;22;52;5533;61;2392;52;57;"3";"no";"no";"no";"ESP32";"no";"yes";"2019-04-21"
"Iot_CISS Bosch#15";"Room_33";420863597;26;4;31;1162;35;249;41;97;"3";"yes";"no";"no";"ESP8266";"yes";"yes";"2020-09-29"
"PLC_Fanuc/22";"Department-18";503626524;32;6;60;9748;78;-3031;20;80;"3";"yes";"yes";"no";"STM32";"yes";"no";"2018-10-29"
"CustomerNewGenIoT20";"Room.37";830767803;2;51;100;6797;56;-1539;79;38;"220";"no";"no";"no";"ESP8266";"no";"no";"2018-12-08"
"CustomerBosch.11";"Room-27";629270215;17;44;26;6586;29;903;89;87;"3";"yes";"no";"yes";"ESP8266";"no";"no";"2019-09-30"
"machineOSISoftIoT.12";"Department#35";577154051;6;28;40;3351;100;587;56;99;"5";"yes";"yes";"no";"STM";"no";"no";"2020-09-23"
"machineIoT:21";"Station:38";244822053;45;27;89;2276;26;-1617;37;53;"3";"no";"yes";"yes";"ESP8266";"no";"no";"2020-02-08"
"machineFanuc11";"Department#27";657882187;16;25;71;3128;37;2852;20;76;"3";"no";"no";"yes";"ESP8266";"no";"no";"2018-11-20"
"PLCSensXiom-18";"Place/21";81347181;18;21;47;7566;44;1483;88;35;"5";"yes";"no";"yes";"ESP32";"no";"yes";"2020-03-12"
"PLCIoT-3";"Place:40";731283810;40;36;67;8607;39;593;79;45;"3";"no";"yes";"yes";"ESP32";"yes";"yes";"2020-03-13"
"Iot_SensXiom_5";"Workshop30";795476564;2;33;68;361;70;-1269;54;37;"5";"yes";"no";"yes";"ESP32";"yes";"yes";"2020-03-13"
"Iot_IoTSiemens:5";"Station_5";289071143;16;50;25;1630;61;-484;51;20;"3";"yes";"no";"no";"STM32";"no";"no";"2020-10-18"
"machineXDK Bosch_7";"Workshop_2";542355021;6;8;96;6767;85;1864;30;48;"3";"yes";"yes";"yes";"ESP32";"yes";"no";"2019-02-09"
"PLC_GPDI51#10";"Department#16";709213785;46;44;27;2864;72;-1707;50;61;"3";"no";"no";"no";"STM";"no";"no";"2019-11-21"
"Iot_CNC-7";"Room.42";822127647;45;13;42;4276;100;-3042;93;96;"3";"no";"no";"no";"STM32";"yes";"yes";"2019-01-01"
"Iot_GPDI5112";"Room:37";301183971;4;28;83;6158;97;-2812;87;36;"220";"no";"yes";"yes";"ESP32";"yes";"yes";"2019-09-17"
"machineCISS Bosch:11";"Room-3";834946234;5;22;88;150;69;-2299;99;56;"3";"no";"yes";"yes";"STM";"no";"yes";"2019-06-25"
"PLCIIoT18";"Department#10";796412036;8;11;51;8463;54;2227;86;99;"3";"no";"yes";"no";"ESP8266";"yes";"no";"2019-07-11"
"PLC_Festo-17";"Room-31";532736797;24;47;78;3953;69;1703;26;48;"3";"yes";"no";"yes";"STM";"yes";"no";"2020-03-01"
"PLC_IoTSiemens-11";"Place-12";396440427;17;1;57;6134;31;1019;39;81;"220";"no";"yes";"no";"ESP8266";"no";"yes";"2020-10-07"
"PLC_IoTSiemens/3";"Room_29";316823283;15;17;92;3659;53;-228;91;72;"3";"no";"yes";"yes";"STM32";"no";"no";"2020-02-25"
"Customer_2";"Place39";468102278;43;8;29;9176;44;1567;90;83;"220";"no";"yes";"no";"ESP8266";"no";"no";"2020-10-15"
"machineIIoT#5";"Room-34";43723240;15;18;62;5544;79;2937;75;67;"5";"yes";"no";"no";"STM32";"yes";"no";"2020-07-29"
"u_FanucIoT.18";"Room-16";896109547;26;37;85;5143;56;-857;86;59;"5";"no";"no";"no";"STM";"no";"no";"2020-02-19"
"PLCVersaIoT12";"Workshop37";443372333;29;5;64;5601;51;-2429;60;77;"5";"no";"yes";"yes";"STM32";"yes";"no";"2019-03-22"
"machineIoT_1";"Department_20";656366262;42;49;59;4304;85;2384;22;63;"3";"no";"no";"no";"STM32";"no";"no";"2020-05-03"
"machineIIoT:13";"Station4";7056083;1;25;33;9859;100;939;62;63;"5";"no";"no";"yes";"STM32";"yes";"yes";"2018-12-13"
"machineVersaIoT4";"Place/26";527741623;30;23;56;469;41;-2365;55;60;"5";"no";"no";"yes";"STM";"yes";"no";"2019-07-17"
"machine/8";"Workshop_7";87547328;26;47;77;3989;77;-3037;21;37;"5";"no";"no";"no";"STM";"yes";"no";"2019-02-11"
"Iot_Siemens#11";"Station#8";146268354;5;10;67;2620;47;74;85;21;"220";"yes";"yes";"yes";"STM32";"yes";"yes";"2019-06-29"
"u_FestoR267/14";"Workshop#17";492242015;21;34;54;5759;51;-1685;60;48;"3";"yes";"yes";"no";"ESP8266";"yes";"no";"2020-03-20"
"PLCSensXiom15";"Station-8";52926586;42;13;67;3697;51;665;53;98;"5";"yes";"yes";"yes";"ESP8266";"no";"no";"2020-05-29"
"PLCFestoR267/4";"Place#23";686199850;1;12;40;9685;84;2478;50;74;"220";"no";"no";"no";"STM";"yes";"yes";"2019-05-28"
"PLCFestoR267.21";"Department_11";481664484;38;4;30;1387;94;-1646;81;42;"220";"yes";"yes";"no";"STM32";"no";"yes";"2019-11-08"
"PLCCISS Bosch#17";"Workshop_4";325151380;33;53;40;5657;18;1929;58;90;"220";"no";"no";"yes";"STM32";"yes";"no";"2019-11-04"
"machineCNC_2";"Station-21";607082582;20;12;62;3597;51;1929;42;68;"3";"yes";"no";"yes";"ESP8266";"no";"yes";"2020-02-12"
"u_IoTSiemens.5";"Place:35";419606816;29;22;42;9461;18;-2606;34;22;"220";"no";"yes";"no";"ESP8266";"no";"no";"2020-10-04"
"PLC_CNC.6";"Place37";473394057;45;14;75;615;69;-2407;69;81;"5";"no";"yes";"no";"ESP32";"yes";"yes";"2019-07-10"
"PLCFanucIoT6";"Workshop#12";561089397;32;43;43;8970;59;-258;98;26;"5";"no";"no";"yes";"ESP32";"no";"no";"2019-05-24"
"PLC_IoT/16";"Room_13";327913470;30;21;59;3295;91;-584;90;78;"5";"no";"no";"no";"ESP8266";"no";"no";"2020-09-21"
"machineFanuc.5";"Station_38";459982441;20;-1;42;1603;48;-2139;22;43;"3";"no";"no";"no";"ESP8266";"no";"yes";"2020-03-11"
"PLC_GPDI512";"Department#3";557443097;35;45;63;7296;82;1205;34;33;"3";"no";"no";"yes";"ESP32";"yes";"no";"2018-12-26"
"u_IIoT#12";"Workshop.33";872796160;38;30;81;1311;51;1576;75;36;"3";"yes";"yes";"no";"STM";"no";"yes";"2019-10-18"
"machineFesto:2";"Department.36";658413996;26;40;71;2874;45;-714;61;24;"5";"no";"yes";"no";"STM32";"yes";"yes";"2020-07-12"
"machineOSISoftIoT3";"Department_39";198412753;30;44;79;9471;56;1693;83;48;"3";"yes";"yes";"yes";"ESP8266";"no";"no";"2020-06-04"
"CustomerBosch#15";"Station.12";611204180;23;19;27;7571;27;-2996;22;43;"5";"yes";"no";"yes";"ESP32";"yes";"no";"2019-02-27"
"PLC_IoT/16";"Room25";70738314;26;8;25;1525;65;2709;94;29;"5";"no";"no";"no";"ESP32";"yes";"no";"2020-09-23"
"PLCIIoT_15";"Place21";891946349;3;-3;26;1190;42;924;58;92;"5";"yes";"no";"no";"ESP8266";"no";"yes";"2019-01-18"
"Iot_Bosch/12";"Workshop:21";879905420;46;26;79;2021;65;1018;19;29;"5";"no";"yes";"yes";"ESP32";"no";"yes";"2019-11-29"
"PLC_XDK Bosch4";"Room_21";267495938;47;11;68;428;89;1660;66;94;"3";"yes";"yes";"yes";"ESP32";"yes";"no";"2019-05-16"
"PLC_CNC6";"Workshop8";579385488;10;50;39;3954;55;-2239;40;61;"3";"no";"no";"yes";"STM32";"no";"no";"2020-01-04"
"machineXDK Bosch-21";"Room_39";738683390;41;42;70;1010;64;-2580;24;57;"5";"yes";"no";"no";"STM32";"no";"yes";"2020-05-04"
"CustomerGPDI51.14";"Department:11";329049985;16;0;81;3611;25;-3032;45;64;"3";"yes";"no";"no";"STM32";"yes";"yes";"2019-09-06"
"u_FestoR26715";"Place#28";612800991;42;36;88;1481;78;-1113;81;53;"220";"no";"yes";"yes";"ESP32";"no";"yes";"2020-02-11"
"u_OSISoftIoT.21";"Department#6";630238729;37;36;47;4237;35;2871;18;71;"3";"yes";"no";"yes";"ESP8266";"yes";"yes";"2019-10-09"
"machineFanuc16";"Department24";832351657;25;24;64;8978;94;2359;62;47;"3";"yes";"yes";"yes";"STM";"yes";"yes";"2019-09-19"
"Iot_FestoR267.6";"Department/23";13218357;36;34;31;9876;64;-1249;88;95;"220";"no";"yes";"yes";"ESP32";"no";"yes";"2020-03-31"
"PLCIIoT14";"Department/41";829573337;14;31;46;3466;36;1973;84;82;"3";"no";"yes";"yes";"ESP8266";"yes";"yes";"2019-02-27"
"u_FestoR267/1";"Department17";487520260;28;52;92;4886;100;2445;83;25;"3";"no";"yes";"yes";"STM";"yes";"yes";"2020-02-10"
"PLC_IoTSiemens21";"Workshop/4";205505250;15;6;30;2262;59;-2379;45;48;"3";"yes";"yes";"no";"STM32";"no";"no";"2020-10-13"
