"Customer";"Location";"All Time Work";"Number of sensors";"TempSen";"HumpSen";"LightSen";"AcousticsSen";"AccSen";"GyrSen";"MagSen";"Power";"Wi-Fi";"BT";"JTAG";"Board";"iOSapp";"AndroidApp";"DataGetParammetrs"
"Iot_SensXiom/5";"Department7";767624227;6;16;83;3870;26;1769;99;57;"220";"YES";"No information";"YES";",";"-";"YES";"2019-11-10"
"u_Bosch-1";"Department6";726974193;38;35;43;4466;79;-1465;49;23;"5";"yes";"Да";"YES";"STM32";" ";"no info";"2018-08-19"
"PLC_VersaIoT.9";"";799958782;34;37;41;7895;73;-2780;64;17;"3";"Да";"апр";"ЂСЏР¶Рµ";"STM32";"Нет";"0";"2019-09-30"
"CustomerFestoR26711";"Department.9";453624264;7;44;92;9443;57;-1648;53;79;"5";" ";"NO;";"no info";"ESP32";"N/I";"1";"2020-08-31"
"PLC_XDK Bosch11";"";867444997;29;35;88;449;99;-1815;63;81;"5";"";"Да";"N/I";"STM32";"
";"нет";"2018-07-02"
"CustomerXDK-5";"Workshop-39";857106949;15;19;80;5985;77;-2184;62;22;"5";"апр";"NO;";"No Information";"ESP32";"No information";"нет";"2020-05-20"
"PLCNewGenIoT.12";"Room.29";441698005;39;44;39;9467;44;1958;28;77;"5";"+";"--";"Да";"ESP32";"yes";"N/I";"2018-09-24"
"PLC_Festo.2";"Workshop29";519466527;6;45;57;6449;89;1245;82;86;"3";"";"no";"No Information";";";"No information";"--";"2020-03-30"
"Iot_IIoT#17";"Place:3";596422081;32;44;31;4640;57;1418;52;28;"3";"";"апр";"+";"ЕSP8266";"YES";"Нет";"2019-07-16"
"PLC_Siemens10";"Department.39";129730703;9;4;68;3496;77;313;86;66;"3";"";"no";"0";""""",";"yes";"ЂСЏР¶Рµ";"2019-04-24"
"CustomerGPDI5122";"Station25";639703985;33;47;96;601;56;-1400;42;43;"5";"";"No Information";"no";"ESP32";"
";"no";"2019-08-25"
"u_Festo13";"";655078039;35;35;96;7110;61;1454;58;87;"3";"+";"+";"да";"ESP ";"-";"yes";"2018-12-08"
"CustomerFestoR267:16";"Department/24";116340539;40;50;92;6519;51;-1115;32;54;"5";"no";"NO";"Да";"ESP ";"+";"ЂСЏР¶Рµ";"2019-06-25"
"CustomerBosch:5";"";335797330;13;14;98;8675;51;-2133;65;54;"3";"yes";"1";"0";""""",";"No Information";"NO;";"2018-07-13"
"CustomerIIoT9";"Room/39";80814937;32;-2;43;5561;41;2971;66;74;"220";"";"NO";"1";"ESP8266";"нет";"да";"2018-05-18"
"u_CNC.10";"Place_9";416788720;20;24;93;423;56;-2461;60;28;"220";"";"yes";"апр";"STM32";"нет";"-";"2020-05-10"
"Iot_NewGenIoT_7";"Room_2";265684952;29;46;79;2117;95;-785;100;41;"3";"YES";"да";"нет";"ESP8266";"YES";"NO";"2020-02-15"
"Iot_NewGenIoT#19";"";102399995;4;37;97;4672;78;1585;92;52;"3";"-";"1";"no";"ESP32";"no info";"--";"2019-11-27"
"u_XDK-11";"";565052443;3;21;58;5189;75;2835;41;99;"220";"yes";"Нет";"--";"STM32";"yes";"YES";"2018-04-15"
"CustomerVersaIoT#18";"Room16";464375646;29;49;41;2880;81;-1155;66;48;"3";"";"-";"-";"ЕSP8266";"апр";"No information";"2018-10-26"
"PLCCISS Bosch/17";"Workshop22";720563891;24;16;49;2019;84;-1878;22;72;"5";"ЂСЏР¶Рµ";"No Information";"NO";",";"
";"N/I";"2020-05-29"
"PLC_IIoT:1";"Place:11";146971634;4;17;86;6526;28;573;80;62;"5";"no info";"no";"ЂСЏР¶Рµ";""""",";"YES";"No Information";"2019-04-16"
"PLCFanuc-12";"";821073229;21;4;66;2126;66;-1988;87;66;"220";"";"+";"YES";"ESP ";"No information";"1";"2020-09-20"
"PLC_Fanuc/9";"";783925287;14;18;39;3476;56;-247;47;35;"3";"--";"Да";"0";"STM32";"NO;";"no";"2020-03-23"
"PLCFesto:9";"Workshop26";637554654;10;5;100;3613;82;-268;50;64;"3";"Нет";"Нет";"0";"ESP32";"no";"no";"2018-12-30"
"PLC_XDK_19";"Place/4";525441726;30;5;86;4645;46;-1042;21;60;"5";"NO;";"no";"No Information";",";"No information";"0";"2017-11-07"
"machineXDK Bosch-18";"Place#28";662522747;7;6;34;1098;87;-2506;80;76;"3";"";"+";"апр";"STM32";"No information";"NO;";"2019-02-13"
"PLCBosch14";"Workshop-2";104716348;28;14;59;785;29;2872;99;21;"3";"";"-";"yes";"ЕSP8266";"ЂСЏР¶Рµ";"No Information";"2019-09-19"
"PLCFanuc-4";"";143081858;17;46;66;9191;35;2361;49;33;"5";"нет";"--";"yes";""""",";"No Information";"N/I";"2018-09-20"
"u_FestoR267:19";"Station:24";59040811;43;45;28;4406;95;-1157;49;93;"3";"";"YES";"N/I";"STM";"Нет";"No Information";"2019-07-03"
"PLCOSISoftIoT.13";"";55488915;20;12;57;8415;59;-1710;76;89;"3";"no info";"да";"no";",";"Нет";"No information";"2018-10-11"
"u_XDK Bosch#23";"Workshop#27";719348583;8;32;69;1641;45;-994;55;74;"5";"Да";"апр";"Нет";",";"Да";"no info";"2019-01-19"
"PLC_IIoT6";"";203662734;14;45;31;5404;90;-2923;52;37;"5";"No Information";"ЂСЏР¶Рµ";"1";"ESP32";"ЂСЏР¶Рµ";"no";"2020-04-13"
"u_OSISoftIoT/3";"Workshop.17";661016977;29;0;65;1435;28;2157;91;55;"5";"
";"
";"
";"STM";"Да";"--";"2019-02-28"
"CustomerBosch_23";"Workshop.6";273338149;14;7;41;7739;25;2393;33;66;"3";"да";"
";"no";";";"yes";"--";"2017-12-03"
"PLC_CNC_23";"";323308181;33;37;79;6236;74;-2947;56;91;"5";"Да";"yes";"Да";"STM";"1";"
";"2019-05-09"
"u_IoTSiemens.10";"";320911260;25;23;69;6995;100;-2524;26;71;"5";"no";"no";"no";"ESP8266";"yes";"no";"2017-12-20"
"machineOSISoftIoT/22";"";471600967;43;2;68;6764;24;1214;32;70;"5";"";"NO";"N/I";"ESP32";"ЂСЏР¶Рµ";"1";"2019-08-20"
"PLCSiemens_16";"";274400397;49;14;98;202;28;1235;55;55;"5";"NO";"--";"да";"ESP32";"апр";"no info";"2017-12-05"
"machineXDK#9";"";71791168;26;5;70;1205;55;-2042;92;63;"220";"";"yes";"yes";"STM32";"No information";"no";"2020-04-02"
"PLC_SensXiom15";"";461900262;13;9;34;4628;85;-160;94;40;"5";"";"yes";"-";"ESP ";"NO";"no info";"2020-06-23"
"PLCCISS Bosch#19";"Department_16";92809660;38;37;93;6664;69;1706;48;29;"5";"Да";"ЂСЏР¶Рµ";"-";"ESP32";"YES";"0";"2020-02-25"
"machineCNC#6";"Room-37";105614150;30;27;86;5312;79;224;29;98;"5";"";"1";"no";"STM32";"no";"0";"2017-11-30"
"Iot_#3";"Room.13";869793802;23;25;48;1484;76;993;40;17;"5";"No information";"
";"yes";"ЕSP8266";"да";"0";"2018-01-09"
"machineSiemens_17";"";22106054;25;33;60;2752;29;-106;41;48;"5";"Нет";"Да";"нет";"ESP32";"да";"--";"2018-01-17"
"u_-18";"";43302536;30;35;29;7497;27;2809;65;81;"3";"";"no";"YES";"ESP8266";"NO;";"
";"2019-07-21"
"Iot_VersaIoT/18";"Station:25";514131192;44;19;52;3531;21;2722;73;41;"3";"
";"NO";"NO;";",";"-";"-";"2020-06-21"
"u_CNC.11";"";225071133;32;49;74;6462;63;1213;54;56;"5";"yes";"no";"No Information";";";"1";"yes";"2019-02-06"
"u_XDK Bosch:20";"Room#32";738689746;4;39;26;8644;38;-1755;32;85;"5";"+";" ";"no";"ЕSP8266";"+";"NO";"2019-09-30"
"u_XDK Bosch:22";"Room27";12424188;38;27;63;2998;83;-1836;73;80;"220";"no";"No information";"+";""""",";"No information";"No information";"2019-03-26"
"Customer-19";"";869786472;25;37;26;316;17;1842;36;40;"3";"+";"Нет";"
";"ESP ";" ";"да";"2020-07-23"
"PLCSensXiom.7";"";524107952;18;11;64;2450;65;-474;48;86;"3";"+";"
";"да";"ЕSP8266";"N/I";"NO;";"2017-12-06"
"Iot_FestoR267-10";"";445424795;48;3;33;4491;49;2903;88;19;"5";"NO";"Да";"N/I";"ESP ";"
";"Да";"2020-03-08"
"machineGPDI514";"Station22";268644234;45;7;54;4665;87;686;74;36;"3";"";"1";"апр";"STM";"ЂСЏР¶Рµ";"NO;";"2019-06-12"
"PLC_XDK:14";"Room/6";68424979;19;37;98;4923;94;-1525;26;17;"5";"--";"
";"да";""""",";"No Information";"YES";"2018-04-09"
"u_SensXiom/7";"Department20";232852584;24;15;86;5411;60;-263;58;37;"5";"YES";"no info";"апр";"ESP8266";"YES";"YES";"2019-08-11"
"Iot_Siemens18";"";545559136;45;34;61;8345;84;-1583;75;18;"3";"";"-";"yes";"ESP32";"NO;";"Нет";"2018-12-25"
"machineXDK15";"Station23";846871888;17;8;36;1429;43;1490;56;51;"3";"+";"YES";"--";"STM32";"No Information";"Нет";"2018-01-02"
"PLC_GPDI51_14";"Place23";522693382;34;17;96;7219;63;2691;54;50;"220";"";"No information";"Нет";"STM32";"
";"да";"2019-04-06"
"PLCIoT#17";"Place-39";705938866;30;1;90;362;90;1808;86;22;"3";"
";"N/I";"N/I";"ЕSP8266";"No Information";"
";"2018-01-04"
"PLCVersaIoT.15";"Department:20";729163460;9;20;39;8713;63;-1590;36;87;"5";"NO";"+";"ЂСЏР¶Рµ";"STM32";"Да";"Да";"2018-02-01"
"PLC_CISS Bosch#20";"Room-32";708816536;24;38;35;3982;56;288;95;66;"5";"No information";"NO;";"YES";""""",";"no";"Да";"2019-04-22"
"u_Festo9";"";688306602;32;15;42;3564;33;2837;87;22;"220";"Да";"0";"YES";";";"NO";"апр";"2020-08-07"
"machineIoTSiemens14";"";100272815;45;-1;62;1912;93;600;21;46;"220";"";"no";"no";"ЕSP8266";"нет";"yes";"2020-09-08"
"CustomerCISS Bosch#19";"";44997344;45;49;66;7941;72;-908;20;20;"3";"N/I";"да";"0";"STM32";"0";"yes";"2020-08-23"
"Iot_NewGenIoT#3";"Place37";211305439;47;15;65;1589;100;-1674;70;77;"3";"";"ЂСЏР¶Рµ";"NO;";""""",";"no";" ";"2018-04-29"
"u_Bosch_10";"Place#35";526695214;33;10;94;2405;60;-1492;84;29;"5";"да";"Нет";"да";"ЕSP8266";"yes";"no";"2020-06-16"
"PLC_XDK-6";"";155053246;1;10;98;8344;65;2154;94;84;"3";"no info";"--";"No Information";"ESP32";"No information";"no";"2020-10-02"
"Iot_Festo/5";"Department32";736083831;17;32;68;2779;30;2646;37;82;"5";"0";"No Information";"no";"ESP8266";"ЂСЏР¶Рµ";"да";"2017-11-17"
"PLCNewGenIoT-4";"Workshop.20";243636494;26;14;49;7841;88;2851;52;26;"5";"";"ЂСЏР¶Рµ";"апр";"ESP ";"0";"1";"2020-07-01"
"CustomerFestoR2675";"";666171253;20;22;59;3439;20;3022;33;97;"5";"no";"0";"апр";"ЕSP8266";"Нет";"No Information";"2020-01-21"
"PLCSensXiom.8";"Department#33";668740161;42;30;31;838;85;-328;26;71;"3";"Да";"No information";"-";"ESP8266";"ЂСЏР¶Рµ";"no info";"2020-07-02"
"Iot_Siemens#20";"";533146540;25;0;62;5098;41;-2653;51;76;"3";"No Information";"no info";"-";""""",";"no";"YES";"2018-03-28"
"CustomerCISS Bosch16";"Department17";376096569;15;18;30;513;26;562;64;98;"5";"-";"No information";"yes";"STM";"NO;";"NO;";"2020-04-03"
"Iot_CISS Bosch15";"";605442131;12;5;91;9382;59;916;31;92;"3";"NO;";"No Information";"NO;";"ESP8266";" ";"-";"2020-02-13"
"CustomerXDK Bosch20";"";793147849;4;-1;57;5770;75;-2356;35;22;"220";"";"ЂСЏР¶Рµ";"NO";";";"нет";"+";"2017-12-19"
"Iot_IoTSiemens:13";"";820448718;2;2;100;1476;99;474;20;50;"5";"апр";"+";"yes";"ESP8266";"no info";"YES";"2018-09-21"
"Iot_FanucIoT-1";"Place.17";393485054;10;10;71;9097;33;3036;40;68;"3";" ";"Нет";"да";"ESP8266";"no info";"N/I";"2020-05-03"
"u_XDK-15";"Department.8";33271585;9;41;52;5044;58;2452;48;23;"220";"YES";"No Information";"+";",";"yes";"No Information";"2020-04-16"
"machineFanuc/16";"";396425474;3;10;41;9962;88;-2360;29;17;"220";" ";"Нет";"апр";"STM32";"yes";"N/I";"2019-07-28"
"PLCGPDI51/19";"Place11";142120854;8;16;27;9077;47;-1801;86;18;"3";"";"Да";"yes";"STM32";"No Information";"
";"2019-01-04"
"machine4";"";496455697;4;-2;58;3893;26;-1819;58;96;"220";"+";"Нет";"Нет";"ESP8266";"No Information";"no";"2018-04-01"
"PLC_FestoR26723";"Workshop/39";859003395;28;48;72;8530;94;-1166;62;53;"3";"";"-";"N/I";"ESP32";"1";"ЂСЏР¶Рµ";"2018-04-13"
"machineNewGenIoT5";"Room_40";120724519;33;36;81;4302;63;-946;32;41;"5";"+";"
";"NO;";"ЕSP8266";"нет";"yes";"2018-08-03"
"Iot_SensXiom#11";"Department11";848121270;13;-1;77;1284;100;909;89;90;"3";"No information";"No Information";"NO";"ESP ";"нет";"+";"2018-05-03"
"CustomerSiemens/23";"";245473158;37;5;71;9940;61;-192;46;83;"3";"";"No information";"no";"ESP32";"NO;";"NO;";"2018-06-25"
"u_Bosch-12";"Station_7";645792178;19;38;69;3061;82;2460;22;68;"3";"Да";"No Information";"no";"ESP8266";"yes";"апр";"2020-03-06"
"CustomerXDK-13";"Station/32";501913436;3;26;46;4361;42;90;85;97;"3";"апр";"yes";"YES";"ESP8266";"NO";"да";"2018-11-02"
"CustomerSiemens:19";"Place-20";668581022;8;23;97;3760;78;3058;26;68;"3";"нет";"no";"1";";";"yes";"Нет";"2018-10-21"
"PLC_FestoR267.1";"Place33";168092014;30;18;53;8166;55;1910;86;24;"220";"";"No information";"
";"ESP ";"N/I";"апр";"2019-11-16"
"Iot_CNC11";"";747108304;38;16;39;5105;76;1754;39;53;"3";"";"-";"-";",";"NO";"+";"2020-05-23"
"machineFanuc/23";"Station-32";896155430;20;10;84;1477;23;195;92;59;"3";"1";"нет";"нет";"ESP ";"1";"--";"2018-12-04"
"Iot_SensXiom#3";"Department32";433595091;4;4;31;6421;73;-1394;91;35;"3";"";"yes";" ";""""",";"апр";"ЂСЏР¶Рµ";"2019-07-10"
"CustomerVersaIoT-20";"";696857701;47;17;56;987;83;-2110;18;22;"3";"";"Да";"
";"ESP ";"NO;";"yes";"2018-09-09"
"PLC_CNC#6";"Workshop:19";500567872;45;50;47;7048;63;1771;21;66;"3";"Нет";"NO;";"YES";"STM32";"No Information";"ЂСЏР¶Рµ";"2018-01-14"
"Iot_CISS Bosch#21";"Place/38";424731699;13;20;99;7550;69;2841;42;87;"3";"";"yes";"
";"ESP32";"--";"no info";"2020-01-15"
"PLCCNC-7";"";698599628;45;31;76;4625;65;1141;50;39;"3";"";"Да";"апр";";";"да";"No Information";"2020-01-28"
"CustomerFanuc.15";"Workshop35";311952143;36;46;38;1496;86;2586;20;88;"220";"";"NO;";"--";"STM32";"no";"No information";"2019-11-24"
"PLCIIoT_11";"Workshop29";328972048;32;34;44;3299;67;249;83;80;"220";"";"Да";"1";";";"NO";"No Information";"2018-02-20"
"u_IoTSiemens3";"Department/37";15448797;44;8;31;8519;58;-2553;52;78;"3";"ЂСЏР¶Рµ";"да";"0";"STM32";"No information";"No Information";"2018-10-16"
"Iot_NewGenIoT.15";"";890496920;24;6;44;187;53;756;52;89;"5";"+";"yes";"No information";"ЕSP8266";" ";"
";"2018-05-17"
"PLCNewGenIoT/10";"Place#32";360202167;8;39;74;4510;66;258;32;26;"5";"-";"no";"ЂСЏР¶Рµ";"ESP32";"No information";"yes";"2019-06-30"
"Iot_IoT.18";"Room-36";270053018;42;43;43;2952;51;-2352;41;29;"3";"Нет";"да";"-";"ESP ";"Да";"
";"2020-10-04"
"Iot_CISS Bosch_14";"Workshop_34";733851389;13;50;29;4103;38;80;50;95;"5";"да";"Да";"No information";",";"No Information";"0";"2020-08-16"
"PLCFanuc_15";"";168429993;43;35;29;2530;77;-2300;63;54;"220";"";"Да";"ЂСЏР¶Рµ";"ЕSP8266";"No information";"N/I";"2019-10-08"
"CustomerSensXiom/23";"";423727352;28;34;44;3523;46;1171;81;37;"220";"yes";"+";"Нет";"STM32";"1";"Да";"2018-02-07"
"PLCCNC#10";"Workshop.6";430609489;6;10;53;8755;94;-1422;37;79;"5";"";"NO";"Да";"ESP8266";"Да";"YES";"2018-11-13"
"PLC_VersaIoT/10";"Room25";878855831;42;5;54;5222;66;-72;45;98;"5";"";"Да";"
";"ESP ";"no";"YES";"2018-10-16"
"machineSiemens:23";"Workshop/5";644407870;36;30;28;8398;41;-956;20;71;"5";"N/I";"апр";"0";"STM32";" ";"NO";"2018-04-28"
"PLC_FanucIoT_16";"Station-20";830099330;4;22;74;1562;42;-1803;75;23;"5";"";"1";"YES";",";"NO;";"Нет";"2018-06-25"
"machineXDK Bosch2";"";679507891;15;2;32;3724;40;2838;29;77;"5";"no info";"no";"Да";""""",";"NO";"1";"2019-09-01"
"CustomerCNC22";"";333041354;49;9;27;5484;97;-436;38;91;"5";"YES";"да";"0";"STM32";"no";"no";"2020-09-05"
"PLCGPDI5122";"";610014975;1;6;87;7430;65;557;80;86;"220";"no";"no";"No Information";",";"Нет";"no";"2019-11-28"
"PLC_FanucIoT.1";"Department_8";392061749;4;27;38;4547;17;2774;48;86;"220";"no info";"No Information";"да";"STM32";"апр";"No Information";"2019-08-11"
"u_FanucIoT-17";"Room.38";707114633;6;26;46;5102;55;2750;95;89;"3";"no";"0";"no";"ESP32";"+";"ЂСЏР¶Рµ";"2018-11-29"
"PLCNewGenIoT_2";"Place_20";632969716;12;14;27;5789;17;-2904;82;68;"5";"--";"NO";"Нет";"ESP8266";"No information";"NO";"2020-05-29"
"PLCGPDI51.12";"Department#32";540325364;30;41;45;3558;33;-2973;29;59;"5";"
";"yes";"Да";"ESP ";"YES";"Да";"2018-08-21"
"PLC_Siemens20";"";360352042;46;25;40;516;83;440;55;34;"5";"-";"No information";"YES";"ESP32";"Да";"No information";"2020-02-27"
"Iot_FanucIoT.10";"Room15";395459026;20;35;55;4331;79;-2264;69;60;"5";"";"YES";"да";"ESP32";"Да";"yes";"2017-12-23"
"CustomerCISS Bosch20";"Place_11";515328105;22;2;64;3881;51;-1384;98;89;"5";"No information";"No Information";"NO";"ESP ";"Нет";"апр";"2020-03-03"
"CustomerGPDI51:8";"Place7";737428889;20;35;35;8832;66;20;30;34;"5";"";"N/I";"ЂСЏР¶Рµ";";";"NO";"1";"2020-10-14"
"CustomerSiemens4";"Department_13";464790257;28;17;73;891;88;-2606;93;70;"3";"";"yes";"Да";",";"+";"NO";"2020-08-23"
"Iot_GPDI519";"Place18";538270714;42;47;83;6521;71;-3035;24;88;"5";"0";"yes";"N/I";"STM32";"ЂСЏР¶Рµ";"yes";"2019-06-25"
"PLCCISS Bosch_7";"Workshop/41";671893400;16;32;30;5498;85;123;18;53;"3";"YES";"No information";"нет";"ESP ";" ";"No Information";"2018-06-25"
"PLCOSISoftIoT-15";"Workshop/16";224576524;4;35;31;108;66;-1107;76;26;"3";"no info";"Нет";"да";"ESP8266";"+";"no info";"2020-10-19"
"CustomerSiemens/23";"";525151677;3;42;50;8549;32;-1701;43;72;"5";"";"NO;";"Нет";""""",";"+";" ";"2019-12-02"
"Iot_FestoR2679";"";396611340;29;5;78;4968;40;-1379;26;52;"3";"";"no";"N/I";"STM32";"yes";"--";"2020-04-03"
"machineGPDI511";"";592479400;12;40;85;4829;54;994;78;18;"3";"";" ";"ЂСЏР¶Рµ";"ESP ";" ";"no info";"2018-05-30"
"Iot_Siemens.19";"Place.31";13057220;7;18;74;8919;77;1807;41;83;"5";"нет";"-";"YES";",";"+";"да";"2018-01-09"
"PLC_Siemens#5";"";628518449;46;38;87;9899;83;2238;19;51;"5";"no";"1";"нет";"ESP ";"no";"no info";"2019-02-15"
"CustomerGPDI51.16";"Place/3";661314973;19;14;74;309;84;-2622;50;28;"5";"--";"No Information";"нет";""""",";"нет";"Нет";"2019-06-19"
"Iot_Siemens5";"Room-38";859145768;28;14;29;5307;86;-1416;74;50;"3";"";"
";"yes";"ЕSP8266";"1";"нет";"2020-04-19"
"machineFanucIoT14";"Room/4";483699288;13;20;84;4126;90;1408;29;33;"220";"1";"+";"NO;";",";"N/I";"YES";"2019-11-11"
"CustomerFanucIoT10";"";777373420;24;44;70;9111;21;-3058;34;82;"220";"";"yes";" ";";";"no";"нет";"2020-08-26"
"CustomerNewGenIoT-15";"";704298948;1;9;30;1286;84;-582;75;21;"3";"Нет";"нет";"NO";";";"No Information";"Нет";"2019-10-05"
"u_XDK Bosch11";"Place.30";485737300;3;47;84;6082;26;-1137;65;98;"3";"--";"no";"апр";"ЕSP8266";"Да";"no info";"2020-05-10"
"CustomerNewGenIoT.18";"Workshop:34";98968422;29;47;69;8676;48;1523;88;19;"5";"";"yes";"Нет";""""",";"yes";"+";"2019-08-11"
"PLCFesto#7";"Department15";700129385;39;6;54;4889;24;-967;39;96;"5";"";"Нет";"
";";";"
";"N/I";"2019-03-26"
"PLCSensXiom-10";"Place#11";448243518;28;44;74;2673;87;-1812;96;41;"5";"ЂСЏР¶Рµ";"N/I";"--";"ESP32";"-";"yes";"2020-07-17"
"CustomerGPDI511";"Room_42";710358413;18;38;59;6823;75;2305;49;76;"5";"";" ";"-";"ESP32";"0";"YES";"2020-02-01"
"u_NewGenIoT-2";"";673176114;22;37;81;7899;17;2638;22;89;"5";"
";"NO;";"YES";"ESP ";"апр";"no";"2018-10-21"
"CustomerGPDI5111";"Station-35";696881621;47;27;78;5697;68;2571;25;78;"220";"No Information";"
";"YES";"ЕSP8266";"yes";"1";"2018-02-03"
"CustomerSensXiom_22";"";531676358;34;13;70;9044;96;1793;24;29;"3";"Нет";"no info";"NO;";"STM32";"NO;";"YES";"2019-02-03"
"u_FanucIoT.7";"Place_23";481365150;7;32;99;4199;41;-2353;28;20;"3";"";"no info";" ";"ESP8266";"ЂСЏР¶Рµ";"no";"2020-02-04"
"PLC_IoTSiemens.7";"";680209614;13;40;70;3836;76;-2564;68;93;"220";"да";"yes";"апр";"ESP8266";"N/I";"No information";"2019-12-15"
"Iot_Festo:19";"Place37";392428527;30;40;71;8289;86;2317;78;63;"220";"";"1";"NO;";"ESP32";"да";"yes";"2018-10-30"
"PLCFanuc/4";"Place.10";621460427;43;24;48;1736;67;-2630;69;17;"5";"--";"yes";"ЂСЏР¶Рµ";",";"NO;";" ";"2019-04-08"
"PLC_Bosch:19";"";296549504;6;17;62;4381;99;2615;62;100;"220";"Нет";"No Information";"N/I";"ESP ";"Нет";"0";"2019-02-10"
"machineFanucIoT_19";"";740072949;23;26;77;1512;70;1612;75;26;"3";"+";"No Information";"N/I";"STM32";"NO";"апр";"2018-11-03"
"u_:22";"";721881852;27;3;53;6058;37;1761;57;53;"3";"no";"
";"0";"STM";"-";"да";"2019-12-30"
"PLCGPDI51/13";"";760069469;31;29;38;8410;36;-2389;78;27;"3";"";"No Information";"No Information";",";"--";"no info";"2019-09-01"
"Iot_XDK Bosch:19";"Department:24";834934977;44;46;95;6518;37;-3012;95;39;"5";"-";"yes";"No information";""""",";"no";"no";"2018-12-24"
"PLC_CNC-7";"";609118901;3;38;54;6853;59;-208;52;36;"5";"";"Да";"ЂСЏР¶Рµ";"ESP ";"да";"-";"2019-01-23"
"PLCGPDI51:14";"Station.35";14094297;46;40;57;9172;97;-1342;29;31;"3";"";"+";"ЂСЏР¶Рµ";"ESP ";"yes";"нет";"2019-06-10"
"machineCISS Bosch-9";"";81979703;9;25;62;5607;33;1770;36;61;"3";"1";"N/I";"No Information";"ESP ";"no info";"Да";"2019-03-11"
"CustomerIoT#19";"";692411781;47;30;55;3773;94;129;91;70;"3";"";"апр";"-";",";"YES";"yes";"2019-03-08"
"u_Bosch5";"";427975581;13;7;61;9441;38;-2435;83;50;"5";"";"Нет";"ЂСЏР¶Рµ";"ESP32";"no";"апр";"2018-09-14"
"PLC_FestoR267-22";"";176343944;16;34;33;3890;88;266;85;38;"5";"No Information";"
";"NO;";";";"0";"1";"2018-03-24"
"CustomerSiemens/13";"Place6";347037001;13;43;87;4121;76;-2675;41;85;"5";"апр";" ";"апр";""""",";"No information";"нет";"2019-02-10"
"u_Fanuc:22";"Station30";587124683;2;18;61;6398;31;1783;81;27;"3";"";"-";"--";"STM32";" ";"yes";"2019-02-03"
"Iot_OSISoftIoT-7";"Workshop#22";319701716;8;11;81;8115;57;1170;95;97;"3";"no info";"no";"no";";";"no";"N/I";"2018-08-26"
"CustomerFanuc:3";"";17170813;12;34;79;5142;39;2935;59;39;"5";"
";"+";"N/I";"ESP32";"NO;";"--";"2018-04-02"
"PLCFestoR267_19";"";446674365;24;30;59;5044;58;-249;23;24;"5";"";"no";"YES";"ЕSP8266";"+";"N/I";"2018-11-07"
"CustomerSiemens15";"";625853854;45;39;73;1344;91;-2778;87;36;"220";"";" ";"Нет";"ЕSP8266";"
";"Нет";"2019-07-23"
"PLC_OSISoftIoT.7";"Station.10";556420891;27;10;97;4563;80;-371;99;93;"3";"Нет";"No Information";"нет";"ESP32";"NO;";"No information";"2020-02-03"
"CustomerSensXiom11";"";597134437;28;0;36;2402;62;1924;71;23;"5";"1";"no";"апр";"ESP ";"нет";"да";"2018-07-08"
"PLCCISS Bosch.1";"Room:14";604866836;17;28;93;1476;35;-563;20;31;"3";"";"Да";"no";";";"
";"
";"2019-03-01"
"PLCNewGenIoT.12";"Room/25";22926072;28;-2;57;6661;50;2096;91;20;"3";"апр";"ЂСЏР¶Рµ";"YES";",";"No Information";" ";"2018-09-22"
"machineIIoT:13";"";442100259;37;10;45;432;54;2920;29;25;"3";"no";"
";"yes";"STM32";"
";"yes";"2019-08-07"
"u_Siemens#10";"Place/34";352646926;43;23;82;292;73;-175;69;41;"220";"
";"N/I";"+";",";"Да";"--";"2019-10-19"
"Iot_GPDI51-18";"";292676972;40;14;27;8783;70;639;60;50;"3";"-";"апр";"NO;";"ESP8266";"no";"yes";"2018-11-11"
"Iot_Festo.9";"Station.28";888600705;41;31;99;6417;50;1555;63;29;"3";"0";"NO;";"0";"ESP32";"Нет";"N/I";"2018-12-27"
"PLC_IIoT:23";"Place-12";482130336;9;4;87;4376;84;-2489;79;56;"5";"
";"YES";"No information";";";"yes";"yes";"2020-01-17"
"Iot_FanucIoT/9";"";806696999;42;14;31;2859;74;46;51;50;"5";"";"0";"0";""""",";"+";"YES";"2019-05-16"
"u_FestoR267#14";"Room/29";145428822;21;26;29;311;54;1171;23;59;"5";"нет";"yes";"+";";";"no";"no";"2019-06-28"
"u_IoT_1";"Room31";144971787;3;35;91;1965;97;2627;77;36;"3";"да";"--";"нет";""""",";" ";"ЂСЏР¶Рµ";"2018-02-06"
"CustomerFesto_6";"";253207521;33;42;82;8345;35;-1088;85;39;"5";"+";"No information";"нет";",";"0";"1";"2020-04-23"
"u_OSISoftIoT/5";"";713687761;33;24;45;7764;32;-1986;62;18;"3";"--";"+";"N/I";"STM";"no";"NO";"2019-11-06"
"machineXDK Bosch_7";"Place_25";549809470;3;23;87;7077;34;-2177;52;28;"5";"Нет";"ЂСЏР¶Рµ";"yes";"ESP ";"--";"No Information";"2019-09-10"
"Iot_VersaIoT/13";"";397931558;21;-2;89;2355;94;656;52;90;"220";"no";"NO";"
";",";"no";"Да";"2020-09-16"
"PLC_XDK Bosch:11";"";432750733;1;1;33;2390;98;-393;44;71;"5";"
";"Да";"Да";";";"да";"апр";"2018-03-26"
"machineIoTSiemens21";"Department-28";119953845;17;9;51;1883;33;-1395;50;23;"5";"";"no";"yes";",";"YES";"Нет";"2018-07-12"
